n_sample,forest_ate_pp,cate_mean_pp,cate_median_pp,cate_std_pp,cate_p10_pp,cate_p90_pp,pct_penalised
1500000,-9.0799,-9.0799,-7.1246,8.4679,-21.1921,-0.1577,90.7
