covariate,mean_below_80,mean_above_80,diff,t_stat,p_value,continuous,n_below,n_above
income,151.71510314941406,144.47860717773438,-7.236599922180176,1.4620000123977661,0.1437000036239624,True,300541,235321
dti_midpoint,36.066200256347656,36.81449890136719,0.7483000159263611,-23.9689998626709,0.0,False,300541,235321
log_income,4.668399810791016,4.602099895477295,-0.06629999727010727,26.875,0.0,False,300541,235321
purpose_purchase,0.4709,0.5689,0.098,-71.63,0.0,False,300541,235321
